Dates,County,States,Vehicle_Primary_Use,Battery_EV,PlugIn_Hybrid _EV,EV_Total,NEV_Total,Total_Vehicles,Percent_EV
January 31 2019,Okanogan,WA,Truck,0,0,0,16478,16478,0
September 30 2023,Snohomish,WA,Passenger,14425,3314,17739,525819,543558,3.26
January 31 2018,Thurston,WA,Passenger,487,407,894,190616,191510,0.47
May 31 2021,Ferry,WA,Passenger,9,3,12,4374,4386,0.27
March 31 2020,Douglas,WA,Truck,0,0,0,12329,12329,0
December 31 2017,Jefferson,WA,Truck,0,0,0,9470,9470,0
February 28 2022,Walla Walla,WA,Truck,0,0,0,14070,14070,0
January 31 2019,Kitsap,WA,Truck,1,0,1,53722,53723,0
February 28 2022,Grant,WA,Truck,0,0,0,27997,27997,0
October 31 2022,Asotin,WA,Truck,0,0,0,6679,6679,0
January 31 2022,Spokane,WA,Truck,0,0,0,102574,102574,0
June 30 2023,Grant,WA,Passenger,282,126,408,67212,67620,0.6
June 30 2022,Jefferson,WA,Passenger,434,217,651,24575,25226,2.58
June 30 2022,Okanogan,WA,Truck,1,0,1,16636,16637,0.01
March 31 2023,Ferry,WA,Truck,0,0,0,3571,3571,0
January 31 2018,Walla Walla,WA,Truck,0,0,0,13324,13324,0
December 31 2023,Garfield,WA,Truck,0,0,0,964,964,0
January 31 2024,Pierce,WA,Truck,246,0,246,131470,131716,0.19
April 30 2021,Benton,WA,Truck,0,0,0,43683,43683,0
March 31 2019,San Juan,WA,Truck,0,0,0,5808,5808,0
December 31 2023,Pierce,WA,Passenger,9398,3191,12589,519371,531960,2.37
March 31 2021,Chelan,WA,Passenger,304,94,398,54531,54929,0.72
September 30 2017,Stevens,WA,Passenger,8,22,30,31539,31569,0.1
June 30 2018,Garfield,WA,Passenger,1,1,2,1316,1318,0.15
October 31 2018,Snohomish,WA,Passenger,2637,1378,4015,525875,529890,0.76
September 30 2021,Cowlitz,WA,Truck,0,1,1,29028,29029,0
May 31 2023,Klickitat,WA,Truck,11,0,11,8257,8268,0.13
November 30 2020,Lewis,WA,Truck,0,0,0,26547,26547,0
May 31 2019,Clark,WA,Truck,0,0,0,80175,80175,0
March 31 2017,Garfield,WA,Passenger,0,0,0,1283,1283,0
June 30 2019,Lincoln,WA,Passenger,2,8,10,7776,7786,0.13
April 30 2020,Franklin,WA,Passenger,58,76,134,60717,60851,0.22
January 31 2020,Ferry,WA,Truck,0,0,0,3587,3587,0
March 31 2023,Wahkiakum,WA,Truck,2,0,2,1787,1789,0.11
January 31 2024,Mason,WA,Truck,19,0,19,19944,19963,0.1
September 30 2018,Asotin,WA,Passenger,11,8,19,12675,12694,0.15
March 31 2017,Walla Walla,WA,Truck,0,0,0,13187,13187,0
February 28 2017,Island,WA,Passenger,100,122,222,59441,59663,0.37
September 30 2018,Skagit,WA,Passenger,222,176,398,90852,91250,0.44
July 31 2018,Pacific,WA,Truck,0,0,0,7610,7610,0
May 31 2021,Skamania,WA,Passenger,43,32,75,8386,8461,0.89
June 30 2018,Island,WA,Passenger,197,189,386,62509,62895,0.61
November 30 2017,Whitman,WA,Truck,0,0,0,8439,8439,0
January 31 2020,Whatcom,WA,Passenger,1032,486,1518,151747,153265,0.99
May 31 2021,Kittitas,WA,Truck,0,0,0,14769,14769,0
July 31 2023,Jefferson,WA,Passenger,576,262,838,24260,25098,3.34
August 31 2018,Clallam,WA,Passenger,128,115,243,50120,50363,0.48
March 31 2021,Columbia,WA,Passenger,5,4,9,2465,2474,0.36
November 30 2022,Pacific,WA,Passenger,70,79,149,15730,15879,0.94
July 31 2017,Benton,WA,Truck,0,0,0,40129,40129,0
March 31 2021,Skagit,WA,Passenger,539,260,799,91567,92366,0.87
February 28 2023,Asotin,WA,Passenger,30,20,50,12432,12482,0.4
October 31 2022,Lewis,WA,Passenger,260,181,441,59863,60304,0.73
January 31 2023,Franklin,WA,Truck,4,0,4,20960,20964,0.02
May 31 2018,Mason,WA,Passenger,77,91,168,45588,45756,0.37
June 30 2023,Lincoln,WA,Truck,0,0,0,4861,4861,0
September 30 2019,Mason,WA,Passenger,133,127,260,47431,47691,0.55
December 31 2021,Jefferson,WA,Passenger,381,194,575,24740,25315,2.27
June 30 2019,Clark,WA,Truck,0,0,0,80320,80320,0
May 31 2019,Garfield,WA,Passenger,1,1,2,1292,1294,0.15
June 30 2023,Cowlitz,WA,Truck,9,0,9,28285,28294,0.03
November 30 2022,Snohomish,WA,Truck,78,0,78,122683,122761,0.06
May 31 2019,Walla Walla,WA,Passenger,46,57,103,36160,36263,0.28
December 31 2019,Lincoln,WA,Passenger,1,11,12,7805,7817,0.15
April 30 2019,Okanogan,WA,Passenger,20,22,42,26015,26057,0.16
June 30 2020,Mason,WA,Passenger,159,133,292,47260,47552,0.61
July 31 2017,Asotin,WA,Passenger,8,4,12,12434,12446,0.1
December 31 2021,Thurston,WA,Truck,0,0,0,56001,56001,0
January 31 2017,Yakima,WA,Truck,0,0,0,57336,57336,0
April 30 2023,Columbia,WA,Passenger,8,1,9,2408,2417,0.37
January 31 2021,Pacific,WA,Passenger,35,37,72,15788,15860,0.45
July 31 2018,Island,WA,Passenger,206,195,401,62558,62959,0.64
November 30 2023,Yakima,WA,Truck,16,0,16,60318,60334,0.03
December 31 2017,Asotin,WA,Truck,0,0,0,6543,6543,0
June 30 2019,Benton,WA,Passenger,258,279,537,133769,134306,0.4
March 31 2019,Columbia,WA,Truck,0,0,0,1527,1527,0
September 30 2019,Chelan,WA,Passenger,174,71,245,54504,54749,0.45
December 31 2017,Pierce,WA,Passenger,1071,963,2034,526352,528386,0.38
July 31 2022,Garfield,WA,Passenger,1,3,4,1321,1325,0.3
March 31 2019,Stevens,WA,Passenger,18,27,45,31616,31661,0.14
June 30 2021,Island,WA,Passenger,617,317,934,63149,64083,1.46
October 31 2023,Pacific,WA,Passenger,89,100,189,15470,15659,1.21
July 31 2018,Spokane,WA,Truck,1,0,1,92852,92853,0
November 30 2020,Cowlitz,WA,Truck,0,0,0,28869,28869,0
June 30 2023,Pend Oreille,WA,Passenger,30,13,43,8887,8930,0.48
December 31 2023,King,WA,Passenger,68928,16519,85447,1303450,1388897,6.15
June 30 2021,Chelan,WA,Passenger,336,99,435,54739,55174,0.79
November 30 2021,Ferry,WA,Passenger,13,3,16,4457,4473,0.36
October 31 2021,Grant,WA,Truck,0,0,0,28006,28006,0
May 31 2019,Okanogan,WA,Truck,0,0,0,16505,16505,0
October 31 2023,Whatcom,WA,Truck,77,0,77,42319,42396,0.18
August 31 2020,Walla Walla,WA,Truck,0,0,0,13749,13749,0
December 31 2020,Garfield,WA,Passenger,0,2,2,1365,1367,0.15
July 31 2021,Whitman,WA,Truck,0,0,0,8594,8594,0
May 31 2021,Franklin,WA,Passenger,117,95,212,61938,62150,0.34
May 31 2020,Whitman,WA,Truck,0,0,0,8516,8516,0
August 31 2019,Pacific,WA,Truck,0,0,0,7677,7677,0
October 31 2019,Stevens,WA,Passenger,29,28,57,31609,31666,0.18
June 30 2017,San Juan,WA,Passenger,107,40,147,13549,13696,1.07
January 31 2023,Clark,WA,Passenger,5075,2072,7147,314513,321660,2.22
May 31 2020,Wahkiakum,WA,Passenger,6,6,12,2965,2977,0.4
December 31 2021,Spokane,WA,Passenger,1307,758,2065,327108,329173,0.63
May 31 2019,King,WA,Passenger,18614,6947,25561,1386918,1412479,1.81
October 31 2022,Island,WA,Passenger,899,388,1287,61468,62755,2.05
February 28 2017,Stevens,WA,Passenger,6,21,27,31311,31338,0.09
January 31 2019,Mason,WA,Passenger,108,113,221,46645,46866,0.47
July 31 2022,Chelan,WA,Truck,4,0,4,23041,23045,0.02
June 30 2020,Ferry,WA,Truck,0,0,0,3556,3556,0
June 30 2021,Clark,WA,Truck,0,0,0,84312,84312,0
February 28 2021,Lewis,WA,Truck,0,0,0,26703,26703,0
June 30 2018,Lewis,WA,Passenger,80,61,141,57687,57828,0.24
May 31 2018,Pierce,WA,Passenger,1185,1125,2310,530380,532690,0.43
September 30 2021,Spokane,WA,Passenger,1186,703,1889,325970,327859,0.58
July 31 2023,Mason,WA,Truck,12,0,12,20621,20633,0.06
July 31 2020,King,WA,Passenger,24900,7754,32654,1370643,1403297,2.33
July 31 2018,Thurston,WA,Passenger,577,496,1073,193684,194757,0.55
December 31 2023,Franklin,WA,Passenger,382,161,543,61634,62177,0.87
February 28 2017,Pend Oreille,WA,Truck,0,0,0,5572,5572,0
July 31 2018,Ferry,WA,Truck,0,0,0,3535,3535,0
November 30 2017,Clark,WA,Truck,0,0,0,78235,78235,0
November 30 2023,Thurston,WA,Truck,80,0,80,53155,53235,0.15
June 30 2022,Columbia,WA,Truck,0,0,0,1579,1579,0
November 30 2021,Asotin,WA,Truck,0,0,0,6757,6757,0
October 31 2020,Skamania,WA,Truck,0,0,0,3993,3993,0
November 30 2023,Lewis,WA,Truck,10,0,10,25537,25547,0.04
October 31 2020,San Juan,WA,Passenger,340,103,443,13963,14406,3.08
June 30 2021,Spokane,WA,Truck,0,0,0,102303,102303,0
May 31 2019,Skamania,WA,Truck,0,0,0,4051,4051,0
November 30 2021,Douglas,WA,Passenger,106,53,159,28604,28763,0.55
January 31 2023,Cowlitz,WA,Truck,7,0,7,28339,28346,0.02
May 31 2023,Kitsap,WA,Truck,69,0,69,52411,52480,0.13
December 31 2017,Snohomish,WA,Passenger,2016,1050,3066,516859,519925,0.59
July 31 2019,Skagit,WA,Truck,1,0,1,32520,32521,0
January 31 2023,Kitsap,WA,Truck,40,0,40,52854,52894,0.08
January 31 2020,Wahkiakum,WA,Passenger,4,5,9,3035,3044,0.3
July 31 2019,Columbia,WA,Truck,0,0,0,1529,1529,0
February 29 2020,Spokane,WA,Truck,1,0,1,97140,97141,0
May 31 2019,Snohomish,WA,Passenger,3371,1572,4943,530242,535185,0.92
October 31 2022,Mason,WA,Passenger,349,185,534,46918,47452,1.13
April 30 2018,Ferry,WA,Truck,0,0,0,3500,3500,0
May 31 2018,Clark,WA,Truck,0,0,0,78909,78909,0
November 30 2020,Okanogan,WA,Passenger,51,37,88,25976,26064,0.34
August 31 2020,San Juan,WA,Passenger,320,100,420,13921,14341,2.93
March 31 2022,Mason,WA,Passenger,285,169,454,47606,48060,0.94
August 31 2020,Yakima,WA,Passenger,147,122,269,166096,166365,0.16
January 31 2018,Cowlitz,WA,Passenger,54,69,123,70971,71094,0.17
December 31 2017,Lincoln,WA,Passenger,2,5,7,7568,7575,0.09
September 30 2017,Clark,WA,Truck,0,0,0,77859,77859,0
March 31 2017,Island,WA,Truck,0,0,0,20495,20495,0
September 30 2018,Whatcom,WA,Passenger,666,334,1000,148476,149476,0.67
October 31 2017,Jefferson,WA,Passenger,116,68,184,24071,24255,0.76
May 31 2018,Grant,WA,Truck,0,0,0,25863,25863,0
August 31 2017,Pacific,WA,Truck,0,0,0,7514,7514,0
February 29 2020,Wahkiakum,WA,Truck,0,0,0,1762,1762,0
November 30 2023,San Juan,WA,Passenger,675,190,865,13558,14423,6
April 30 2019,Walla Walla,WA,Truck,0,0,0,13603,13603,0
February 28 2022,Chelan,WA,Truck,0,0,0,23068,23068,0
June 30 2020,Spokane,WA,Truck,1,0,1,98308,98309,0
October 31 2017,Columbia,WA,Truck,0,0,0,1543,1543,0
October 31 2019,Ferry,WA,Truck,0,0,0,3576,3576,0
November 30 2023,Snohomish,WA,Passenger,15486,3486,18972,523152,542124,3.5
October 31 2017,Island,WA,Passenger,138,154,292,61064,61356,0.48
February 28 2022,Lewis,WA,Passenger,220,168,388,59426,59814,0.65
August 31 2019,Pend Oreille,WA,Truck,0,0,0,5719,5719,0
June 30 2018,Mason,WA,Truck,0,0,0,19949,19949,0
April 30 2022,Lewis,WA,Truck,0,0,0,26431,26431,0
April 30 2017,Franklin,WA,Truck,0,0,0,17992,17992,0
September 30 2019,Clallam,WA,Truck,1,0,1,21837,21838,0
January 31 2019,Chelan,WA,Truck,0,0,0,22104,22104,0
August 31 2017,Klickitat,WA,Truck,0,0,0,7961,7961,0
September 30 2019,Lewis,WA,Truck,0,0,0,25967,25967,0
March 31 2019,Kittitas,WA,Passenger,71,37,108,29437,29545,0.37
March 31 2022,Grays Harbor,WA,Passenger,205,157,362,49287,49649,0.73
March 31 2018,Mason,WA,Truck,0,0,0,19788,19788,0
April 30 2019,San Juan,WA,Truck,0,0,0,5831,5831,0
August 31 2022,Clark,WA,Passenger,4344,1851,6195,315228,321423,1.93
August 31 2019,Mason,WA,Truck,0,0,0,20407,20407,0
April 30 2017,Columbia,WA,Passenger,0,1,1,2359,2360,0.04
December 31 2021,Clallam,WA,Truck,1,0,1,22110,22111,0
February 29 2024,Franklin,WA,Truck,11,0,11,19983,19994,0.06
January 31 2017,Kittitas,WA,Truck,0,0,0,13413,13413,0
June 30 2023,Clark,WA,Truck,97,0,97,81493,81590,0.12
January 31 2023,Island,WA,Truck,20,0,20,21144,21164,0.09
April 30 2021,Pend Oreille,WA,Truck,0,0,0,5736,5736,0
November 30 2021,Snohomish,WA,Passenger,6832,2227,9059,538160,547219,1.66
November 30 2019,Pacific,WA,Truck,0,0,0,7737,7737,0
January 31 2017,Stevens,WA,Truck,0,0,0,18339,18339,0
January 31 2020,Benton,WA,Passenger,336,315,651,135297,135948,0.48
September 30 2018,Columbia,WA,Truck,0,0,0,1521,1521,0
August 31 2022,Lewis,WA,Passenger,242,179,421,59690,60111,0.7
June 30 2022,Franklin,WA,Truck,0,0,0,20885,20885,0
January 31 2023,Pend Oreille,WA,Truck,0,0,0,5576,5576,0
July 31 2021,Thurston,WA,Passenger,1658,891,2549,197609,200158,1.27
July 31 2022,King,WA,Truck,123,2,125,180262,180387,0.07
May 31 2017,Spokane,WA,Passenger,245,211,456,296350,296806,0.15
July 31 2020,Whitman,WA,Passenger,45,49,94,22115,22209,0.42
March 31 2021,Benton,WA,Passenger,464,369,833,135449,136282,0.61
July 31 2022,Clallam,WA,Truck,3,0,3,21877,21880,0.01
January 31 2023,Benton,WA,Passenger,958,512,1470,135842,137312,1.07
December 31 2020,Franklin,WA,Truck,0,0,0,20430,20430,0
June 30 2019,Whitman,WA,Truck,0,0,0,8586,8586,0
April 30 2021,Lewis,WA,Truck,0,0,0,26908,26908,0
March 31 2022,Adams,WA,Truck,0,0,0,5487,5487,0
March 31 2018,Pacific,WA,Passenger,15,18,33,15457,15490,0.21
March 31 2018,Klickitat,WA,Truck,0,0,0,8039,8039,0
June 30 2023,Benton,WA,Truck,25,0,25,43214,43239,0.06
March 31 2023,Adams,WA,Truck,2,0,2,5355,5357,0.04
November 30 2022,Lincoln,WA,Truck,0,0,0,4856,4856,0
April 30 2020,Douglas,WA,Passenger,69,40,109,28013,28122,0.39
September 30 2020,Whitman,WA,Truck,0,0,0,8500,8500,0
April 30 2020,Whitman,WA,Passenger,44,48,92,22305,22397,0.41
September 30 2020,Asotin,WA,Passenger,17,14,31,12394,12425,0.25
August 31 2017,Clallam,WA,Truck,0,0,0,21059,21059,0
January 31 2018,Pacific,WA,Truck,0,0,0,7533,7533,0
November 30 2022,Wahkiakum,WA,Truck,1,0,1,1802,1803,0.06
July 31 2019,Jefferson,WA,Passenger,202,118,320,25061,25381,1.26
July 31 2020,Stevens,WA,Passenger,37,35,72,30612,30684,0.23
October 31 2017,Lincoln,WA,Truck,0,0,0,4491,4491,0
January 31 2018,Lincoln,WA,Truck,0,0,0,4504,4504,0
June 30 2019,Pend Oreille,WA,Truck,0,0,0,5730,5730,0
July 31 2018,San Juan,WA,Passenger,149,62,211,14109,14320,1.47
March 31 2017,Okanogan,WA,Passenger,3,16,19,25637,25656,0.07
November 30 2020,Chelan,WA,Truck,0,0,0,22767,22767,0
May 31 2019,Asotin,WA,Passenger,12,8,20,12671,12691,0.16
July 31 2019,Yakima,WA,Passenger,109,107,216,165374,165590,0.13
October 31 2017,Kittitas,WA,Passenger,34,23,57,28114,28171,0.2
May 31 2019,Klickitat,WA,Truck,0,0,0,8233,8233,0
March 31 2021,Whitman,WA,Truck,0,0,0,8556,8556,0
December 31 2019,Island,WA,Passenger,375,254,629,63563,64192,0.98
June 30 2020,Okanogan,WA,Truck,0,0,0,16439,16439,0
December 31 2022,Ferry,WA,Truck,0,0,0,3552,3552,0
February 29 2024,Stevens,WA,Truck,3,0,3,17943,17946,0.02
September 30 2021,Grant,WA,Passenger,125,97,222,66846,67068,0.33
April 30 2018,Spokane,WA,Truck,1,0,1,92046,92047,0
March 31 2018,Whatcom,WA,Passenger,574,260,834,146094,146928,0.57
December 31 2021,San Juan,WA,Passenger,478,149,627,14182,14809,4.23
January 31 2017,Clallam,WA,Truck,0,0,0,21039,21039,0
April 30 2018,Asotin,WA,Truck,0,0,0,6593,6593,0
March 31 2017,Spokane,WA,Passenger,232,202,434,295427,295861,0.15
March 31 2019,Benton,WA,Truck,0,0,0,41532,41532,0
March 31 2020,Clallam,WA,Truck,1,0,1,21811,21812,0
September 30 2021,Chelan,WA,Truck,0,0,0,23096,23096,0
April 30 2023,Thurston,WA,Truck,55,0,55,54095,54150,0.1
December 31 2020,Walla Walla,WA,Truck,0,0,0,13869,13869,0
June 30 2021,Clark,WA,Passenger,2841,1422,4263,322410,326673,1.3
April 30 2018,Kitsap,WA,Passenger,742,441,1183,177346,178529,0.66
July 31 2020,San Juan,WA,Truck,0,0,0,5841,5841,0
April 30 2023,Clark,WA,Truck,82,0,82,81439,81521,0.1
October 31 2019,Chelan,WA,Passenger,191,75,266,54648,54914,0.48
April 30 2019,Franklin,WA,Truck,0,0,0,19212,19212,0
June 30 2017,Grant,WA,Passenger,20,27,47,60839,60886,0.08
June 30 2017,Klickitat,WA,Passenger,23,24,47,14800,14847,0.32
February 29 2024,Skagit,WA,Truck,38,0,38,30317,30355,0.13
January 31 2023,Skagit,WA,Truck,11,0,11,32080,32091,0.03
June 30 2020,Wahkiakum,WA,Passenger,6,6,12,2991,3003,0.4
May 31 2022,Grant,WA,Passenger,166,97,263,66674,66937,0.39
February 28 2019,Ferry,WA,Passenger,3,2,5,4378,4383,0.11
December 31 2018,Yakima,WA,Passenger,82,99,181,164742,164923,0.11
April 30 2017,Pacific,WA,Passenger,9,8,17,15076,15093,0.11
June 30 2018,Pend Oreille,WA,Truck,0,0,0,5682,5682,0
February 28 2018,Douglas,WA,Truck,0,0,0,11811,11811,0
September 30 2017,Klickitat,WA,Truck,0,0,0,7979,7979,0
September 30 2023,Kittitas,WA,Truck,11,0,11,14567,14578,0.08
May 31 2018,Yakima,WA,Truck,0,0,0,58334,58334,0
September 30 2019,Clark,WA,Truck,0,0,0,80957,80957,0
February 28 2019,Columbia,WA,Passenger,2,2,4,2431,2435,0.16
October 31 2022,San Juan,WA,Truck,7,0,7,5946,5953,0.12
May 31 2018,Asotin,WA,Truck,0,0,0,6630,6630,0
April 30 2021,Spokane,WA,Passenger,999,611,1610,324699,326309,0.49
August 31 2017,Yakima,WA,Truck,0,0,0,57641,57641,0
January 31 2020,King,WA,Passenger,23191,7618,30809,1398712,1429521,2.16
November 30 2020,Stevens,WA,Passenger,36,39,75,30260,30335,0.25
May 31 2019,Wahkiakum,WA,Passenger,2,2,4,3015,3019,0.13
January 31 2022,Skamania,WA,Passenger,60,43,103,8301,8404,1.23
April 30 2018,Snohomish,WA,Truck,1,0,1,121258,121259,0
May 31 2023,Whatcom,WA,Passenger,2395,871,3266,147891,151157,2.16
August 31 2021,Skagit,WA,Passenger,620,287,907,91674,92581,0.98
December 31 2023,Walla Walla,WA,Passenger,264,133,397,35007,35404,1.12
September 30 2017,Grays Harbor,WA,Truck,0,0,0,19973,19973,0
July 31 2021,Grant,WA,Passenger,120,90,210,66885,67095,0.31
June 30 2021,Ferry,WA,Truck,0,0,0,3642,3642,0
May 31 2022,Walla Walla,WA,Truck,0,0,0,13969,13969,0
March 31 2018,Mason,WA,Passenger,68,81,149,45209,45358,0.33
July 31 2021,Grant,WA,Truck,0,0,0,27925,27925,0
September 30 2018,Whitman,WA,Passenger,20,32,52,22683,22735,0.23
January 31 2019,Jefferson,WA,Truck,0,0,0,9614,9614,0
March 31 2021,Pierce,WA,Passenger,3125,1844,4969,556361,561330,0.89
March 31 2022,Franklin,WA,Passenger,179,106,285,62046,62331,0.46
August 31 2017,Douglas,WA,Truck,0,0,0,11570,11570,0
April 30 2019,Kitsap,WA,Passenger,1008,575,1583,180155,181738,0.87
August 31 2020,Grays Harbor,WA,Truck,0,0,0,21028,21028,0
June 30 2022,King,WA,Truck,66,1,67,180809,180876,0.04
April 30 2021,San Juan,WA,Passenger,406,125,531,14141,14672,3.62
May 31 2019,Cowlitz,WA,Truck,0,0,0,28840,28840,0
April 30 2019,King,WA,Truck,5,1,6,181790,181796,0
April 30 2022,Kitsap,WA,Passenger,2322,1019,3341,178798,182139,1.83
May 31 2023,Franklin,WA,Passenger,301,138,439,62054,62493,0.7
October 31 2023,Spokane,WA,Truck,48,0,48,101284,101332,0.05
September 30 2021,Skamania,WA,Truck,0,0,0,4038,4038,0
September 30 2023,Pacific,WA,Truck,5,0,5,7827,7832,0.06
December 31 2021,Snohomish,WA,Passenger,7018,2233,9251,537217,546468,1.69
October 31 2019,Jefferson,WA,Passenger,210,126,336,25154,25490,1.32
February 29 2020,Stevens,WA,Truck,0,0,0,18754,18754,0
February 28 2023,Chelan,WA,Truck,19,0,19,23132,23151,0.08
October 31 2019,Whatcom,WA,Truck,2,0,2,43093,43095,0
May 31 2019,Island,WA,Passenger,315,235,550,63320,63870,0.86
May 31 2018,Spokane,WA,Passenger,324,302,626,302408,303034,0.21
November 30 2018,Walla Walla,WA,Passenger,38,52,90,36091,36181,0.25
January 31 2020,Spokane,WA,Truck,1,0,1,96879,96880,0
August 31 2019,Grant,WA,Passenger,45,61,106,65161,65267,0.16
October 31 2019,Asotin,WA,Truck,0,0,0,6695,6695,0
December 31 2023,Clark,WA,Passenger,7108,2626,9734,309980,319714,3.04
October 31 2023,Douglas,WA,Passenger,237,77,314,28654,28968,1.08
October 31 2022,Skamania,WA,Truck,0,0,0,3897,3897,0
June 30 2020,Thurston,WA,Passenger,1143,735,1878,196783,198661,0.95
March 31 2023,Asotin,WA,Passenger,32,21,53,12409,12462,0.43
July 31 2017,Pacific,WA,Passenger,10,9,19,15191,15210,0.12
November 30 2019,San Juan,WA,Passenger,243,78,321,14400,14721,2.18
October 31 2019,Skamania,WA,Truck,0,0,0,4099,4099,0
February 28 2021,Yakima,WA,Truck,0,0,0,61140,61140,0
September 30 2019,Lewis,WA,Passenger,107,103,210,59358,59568,0.35
April 30 2021,Franklin,WA,Passenger,109,95,204,61924,62128,0.33
February 28 2021,Jefferson,WA,Truck,0,0,0,9573,9573,0
January 31 2021,Clallam,WA,Passenger,281,190,471,49968,50439,0.93
February 28 2017,Clallam,WA,Truck,0,0,0,21025,21025,0
July 31 2021,Columbia,WA,Passenger,6,2,8,2470,2478,0.32
November 30 2020,Wahkiakum,WA,Truck,0,0,0,1765,1765,0
September 30 2017,Skagit,WA,Truck,1,0,1,31546,31547,0
April 30 2020,Skamania,WA,Passenger,29,16,45,8610,8655,0.52
June 30 2017,Cowlitz,WA,Truck,0,0,0,27910,27910,0
July 31 2019,King,WA,Truck,5,1,6,182240,182246,0
December 31 2021,Mason,WA,Passenger,266,156,422,47746,48168,0.88
April 30 2022,Jefferson,WA,Passenger,415,210,625,24716,25341,2.47
February 28 2019,San Juan,WA,Truck,0,0,0,5796,5796,0
November 30 2022,Pend Oreille,WA,Truck,0,0,0,5604,5604,0
August 31 2017,Benton,WA,Passenger,161,147,308,129033,129341,0.24
February 28 2018,Benton,WA,Truck,0,0,0,40755,40755,0
August 31 2022,Skamania,WA,Truck,0,0,0,3902,3902,0
May 31 2018,Grant,WA,Passenger,30,44,74,63013,63087,0.12
October 31 2022,Kitsap,WA,Passenger,2627,1124,3751,177237,180988,2.07
November 30 2020,Grays Harbor,WA,Passenger,122,117,239,48530,48769,0.49
December 31 2022,Whatcom,WA,Passenger,2113,807,2920,148725,151645,1.93
November 30 2018,Franklin,WA,Truck,0,0,0,18982,18982,0
May 31 2018,Pend Oreille,WA,Passenger,4,5,9,9510,9519,0.09
November 30 2019,Chelan,WA,Truck,0,0,0,22515,22515,0
June 30 2020,Franklin,WA,Passenger,60,76,136,60628,60764,0.22
January 31 2023,Asotin,WA,Passenger,30,20,50,12449,12499,0.4
December 31 2017,Ferry,WA,Passenger,1,3,4,4402,4406,0.09
July 31 2018,Clallam,WA,Passenger,127,111,238,49983,50221,0.47
August 31 2022,Jefferson,WA,Passenger,453,223,676,24490,25166,2.69
September 30 2022,Mason,WA,Truck,4,0,4,20970,20974,0.02
July 31 2017,Skagit,WA,Passenger,141,104,245,88184,88429,0.28
August 31 2018,Lewis,WA,Truck,0,0,0,25607,25607,0
April 30 2023,Asotin,WA,Truck,0,0,0,6612,6612,0
March 31 2018,Lincoln,WA,Truck,0,0,0,4514,4514,0
March 31 2021,San Juan,WA,Passenger,394,123,517,14111,14628,3.53
December 31 2020,Mason,WA,Passenger,173,131,304,47630,47934,0.63
December 31 2023,Stevens,WA,Truck,3,0,3,18403,18406,0.02
November 30 2018,Douglas,WA,Truck,0,0,0,12121,12121,0
November 30 2017,Franklin,WA,Passenger,31,48,79,56675,56754,0.14
August 31 2023,Pend Oreille,WA,Truck,0,0,0,5607,5607,0
May 31 2017,Benton,WA,Truck,0,0,0,39975,39975,0
November 30 2017,Cowlitz,WA,Passenger,54,65,119,70588,70707,0.17
August 31 2023,Okanogan,WA,Truck,7,0,7,16377,16384,0.04
February 29 2024,Garfield,WA,Truck,0,0,0,943,943,0
January 31 2018,Skamania,WA,Truck,0,0,0,3901,3901,0
July 31 2021,Ferry,WA,Passenger,9,3,12,4379,4391,0.27
March 31 2023,Douglas,WA,Passenger,181,57,238,28649,28887,0.82
December 31 2018,Kittitas,WA,Truck,0,0,0,14200,14200,0
February 28 2019,Mason,WA,Passenger,109,115,224,46660,46884,0.48
November 30 2023,Kitsap,WA,Truck,97,0,97,51558,51655,0.19
November 30 2021,San Juan,WA,Truck,0,0,0,5994,5994,0
December 31 2017,Whatcom,WA,Truck,1,0,1,42018,42019,0
November 30 2022,Clallam,WA,Passenger,470,261,731,49401,50132,1.46
October 31 2017,Okanogan,WA,Passenger,5,17,22,25704,25726,0.09
July 31 2023,Pend Oreille,WA,Truck,0,0,0,5614,5614,0
January 31 2019,Lewis,WA,Truck,0,0,0,25660,25660,0
November 30 2017,Skagit,WA,Passenger,159,131,290,89318,89608,0.32
March 31 2022,Walla Walla,WA,Passenger,157,90,247,36103,36350,0.68
August 31 2023,Douglas,WA,Passenger,220,68,288,28740,29028,0.99
February 28 2023,Spokane,WA,Truck,25,0,25,101785,101810,0.02
February 29 2020,Cowlitz,WA,Truck,0,0,0,28990,28990,0
